address,cluster,bytecode_length,bytecode_size,push1_count
0x5eafdc7b802af868eb74b5dee8c8667b7cf1d2c7,0,2,0,0
0x666f8b61acb1529edff6c1826339c64765d9f457,2,7938,3968,491
0x6fb766c12b4ebb0872d8c9d6dcabbbebd8f43afc,2,10500,5249,664
0xa928ff5271041c83f64e94eb95ee26ce1514f65f,2,12562,6280,566
0xa1c27bb0ce111f17e2c78c0cb41a72bb26b5649e,2,23314,11656,736
0x2e732dc7bef89bf9332346c5172023cf1a9c01d4,0,6166,3082,408
0x8aed61ced13f9c47ac7ddda334b5849a00a64163,2,11544,5771,411
0xb7935b834282506e5749a29d0a7414e293b41b24,2,12314,6156,716
0xb8ab8851a5edb636d04c02c3656741af3473403b,2,7970,3984,502
0xc7b8ac1b5e99e8daeaa25a240457c22db0adb94d,0,38,18,3
0x05ff4434a8a67957f494260689a8ca5cad57b787,0,38,18,3
0xfb178071c9ae3cf7bc67a8b08418e1e4900dda0b,0,38,18,3
0x4f3809e25840d47d69572ef05fd6ff4a3773168e,0,38,18,3
0xb9739a03dff53c85be4878e9d8de53a1e74d0610,0,38,18,3
0xb9739a03dff53c85be4878e9d8de53a1e74d0610,0,38,18,3
0xe114ef4573aedf74b5ac8abb9bc9f36b7c5777b4,0,38,18,3
0xac4f2eb9a954e27f6d9ec25216cffb4fe0911312,0,38,18,3
0xee7249dc4333433d50b1bf4db9bd32d16967395a,0,38,18,3
0x19a4b71c2c9e2612d4a2eabc01dbc2725656af8e,0,38,18,3
0x10e6ed07ad3c73e03b60ea2deaa622785c6712b1,0,38,18,3
0xf927403251751eca42b26936eba859fbf6794312,0,38,18,3
0x7dd16a0bb42da1dc910e04f7b30812b82db0de7c,0,38,18,3
0x74014238f36ee36b1057965aa42139e0aab405eb,0,38,18,3
0xd68ef30dd3e6b996680cc1039454d321fc2b358d,0,6694,3346,241
0x8afc3bc14bffbbe7fbbf38d509d484088825566a,0,1832,915,44
0x6afc4eef4ce63623a6fcdbd0a0e3c17d24d32aba,2,14130,7064,452
0xb195f3818d8a8cc520353fc396474e23611f544e,0,308,153,19
0x8ec7d41a3b0382c8dcbcfda1a00f89cb25d8f9ff,0,308,153,19
0x74056c51f2afa44a242f0ddfedaee5a7cd746a6d,2,24374,12186,872
0x92dce5370b6169ced6b95ea6501da20ff45cc060,0,1082,540,69
0x3871051131d5e484fd630e066ceb6e5c3d7bc2fa,0,1082,540,69
0x24d9e81fd497053ac00ddff8f5360933fb5d76aa,0,1082,540,69
0x3da9190097cd888a6a055ebaff072143e1cc42cb,0,1082,540,69
0xe1ca91c0d859b6f2d85ae3df501f5cae324e858a,0,1082,540,69
0xca04f26d870ad711dec27c4f6e21fa4685c27021,0,1082,540,69
0x05879e2a92a92fe3f4c2b20ad5df74ccf6efffc8,0,1082,540,69
0xad336bc642968e739295b039b91b29758c822c81,0,1082,540,69
0x4f45a931d8865193d81aeca9ab012a65a7ec8f93,0,1082,540,69
0x0eaecd19abc040bf4ba0e0fec29afb4548f0109d,0,1082,540,69
0x568c5649dee2eef91b241c9630bfcbc6edc570fe,0,1082,540,69
0x838abe17b0c5427d230412ca11ddf7d69f166ebe,0,1082,540,69
0xf23957d1e86eea9ce9febd293ff4a8023dbd9677,0,1082,540,69
0x5208b50acc4a19abf25c3b46132a2470e053cd22,0,1082,540,69
0xdf22434c6b61a4d62a9dabd0ee2a0c0a99c2ebb6,0,1082,540,69
0x27f7fcb6e59d99e2459519d836534cceef7fee53,0,1082,540,69
0xbc53f81a7435e8cefd3fbeeb99b1adceae7c3ffd,0,1082,540,69
0xc04b4c898338d41cfea8617cd6103e1841a44935,0,1082,540,69
0x1a618bbe34edf4c915f028eb1dbbb45db94a4781,0,1082,540,69
0x33cf4bc48912a37cd1de22400aed32d0dca2952b,0,1082,540,69
0xa6acfd1d8335b0f113f384f3368e2df3e1672e9c,0,1082,540,69
0x8ae7fed956678170b4783ca8b51c9674ee7fde10,0,1082,540,69
0x9be8ab0edbb462a094d9e9942522de9803fd9224,0,1082,540,69
0xcfee0d2a955608a87963debc800cc2a5873cef4d,0,1082,540,69
0xbfedb25094c28ccacd36994dec5d03fc347003a5,0,1082,540,69
0x5f7b085f6ff37a10b8857cac539646e98d7b2514,0,1082,540,69
0x60609d4f45bfbb484bd85c79f60db21aea16b1fd,0,1082,540,69
0x2eaf8f11c9f57a0e4410a560c8f086c0353f3c81,0,1082,540,69
0x7a4cb2853218e7c2b9ade256a88487902734b5ce,0,1082,540,69
0xaf8331503fe9500079c6bf85c48f5a5473e8c220,0,1082,540,69
0x86ddca39f3483be35f2a0821feb0020663e3bb83,2,22846,11422,764
0xb7dd3cb0cf1205ec33bb507bb25c4b44876826db,2,22846,11422,764
0x24b1c8e74db3b55558164be7455939a6dd07a8fe,1,41030,20514,2558
0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2,27720,13859,778
0x244b20cb948eba5f0f3fbabbf0b82cefc1e559c8,2,13390,6694,454
0x5b1d5e1897bed094c943286399e8720296f16dab,0,82,40,2
0xa3311faccb71c994d3dd4e4f41e844c000e2662b,0,342,170,16
0xfe2534e1f3917dbeda3c5f541775f4544883dc14,0,342,170,16
0x986aa46d20edd491ff6960517cee0960ff58adfb,0,342,170,16
0x3d0a7e0fbb14204e2df4db747224b803cdde9af6,0,342,170,16
0x5ea795191efce612ed37f62db524982996469254,0,342,170,16
0x02cb3c150bedca124d0ae8cccb72fefbe705c953,0,342,170,16
0xcd4f99e3a470e83a43fb3bffa8a6279dbd4f9f4f,0,342,170,16
0x106cade53ac3e21bd5b281ac4b981ce19e01abd1,0,342,170,16
0xd028a9006e8b5c436b2d5820cf5f82cc13b9f711,0,342,170,16
0x2f3fce7397927dca2a64027660012e695e8a2c72,0,342,170,16
0x83fdfd060e21913a1625c8dcaae36cc84197cf37,0,342,170,16
0xaf835f9f5da690b5fe1cd66617a3d2ae66a615c0,0,342,170,16
0xd2aa02c81e4f7970d443ae2f2f56840fb2eb9622,0,342,170,16
0x7a739c8814044ea90e94d7b430694470e69e64ae,0,342,170,16
0xff36565470c4b89602158228dbd5430ca2ab5a05,0,342,170,16
0x895df16917ec8a4b6b01936a7d44b4585f977bf3,0,342,170,16
0x4b432e343bb8d03e09fd32f0b68c2b59c7e33289,0,342,170,16
0x34f74e668e40baaac575e058a3bb605bb5bbf14c,0,342,170,16
0x333dc9a7ccc87f85be4b67fe2c06c373ee9413df,0,2394,1196,110
0x2c2f57f0df7a023485949620659e6cf70d7a8bbd,0,2394,1196,110
0xb0f1f5ce97760a63f5df1f9a327a9e0e36a1f06c,0,2394,1196,110
0x1145f029ef32bdcf78a862b59c819d7109e4f570,0,2394,1196,110
0x8ab0b92523fe5b440585389a6c351e75a7a49886,0,2394,1196,110
0x256027f7aa8d7a46192f556eb9f1def533bf1767,0,2394,1196,110
0xa1f407fbabf1e8c2f6588402f346f3635c350171,0,2394,1196,110
0x0342c21cf528d60fdbcb74e1eea0947dc5527c46,0,2394,1196,110
0x2bfd0d373e3f615f08ce1bf9a40c39cc79959119,0,2394,1196,110
0x0da77999241102b5c4dbadc1adacd0acf3c18017,0,2394,1196,110
0xe70ee2a341c913730aec5a30acc8785315f132e7,0,2394,1196,110
0x5628affdb833effd2e02e8c06a6f3430c4e85bb7,0,2394,1196,110
0x08195ed231d6304860226ed8dbbf576ee3fb0a80,0,2394,1196,110
0xd8b114851bcefcf9a2bad77a9486128d9cda7835,0,92,45,1
0xaf5060e8bc0f7b0aabf8104f55bb925af3f98e73,0,92,45,1
0x76b2c13ba984d12bb30f8d34c31a80f67b03f1f1,0,92,45,2
0xa1edd7a8c060b8a6130babc90b1bf6a7a737a42d,0,92,45,1
0x1401a0cfa1217caca54159f757d4ecdc257f1d18,0,92,45,1
0x46ef36af64359960bd0065ca47db7796bed5bf0b,0,92,45,1
0xc6a94d37b9509a8180f478aa3dbbfff33553db6f,0,92,45,1
0x83184dcdb09a3e3e36df55fc1721284eaf1f95d9,0,92,45,1
0xafaedaf6d2a3e3b89216d1b406b1e6fca770d917,0,92,45,1
0x8d70c96dc523ac73a2401097a6805faf6dec1760,0,92,45,1
0xb02a1fc61d6c353184fe792b58a0e0b07f45a754,0,92,45,1
0x59919dabcbc1428c27511fa3609cd35d6f7cb3bf,0,92,45,1
0x02bb4f2e5e9342a68043297e96315992bbe70476,0,92,45,1
0x78b97e42461b15aca9b15e77d7166ebb5ed76c72,0,92,45,1
0x59075138616171bdc03d4e9658174ef9a2907577,0,92,45,1
0x8e235a3223b25e0ad50d711b41203b82a15c76be,0,92,45,1
0xa63d418145503355d9b09d2c7867cdbe7d5ade21,0,92,45,1
0x79e3b65060338037540c65d3f569d23d6dacd013,0,92,45,1
0x2ef9e40e7fd60d25e28c3e72023aa0b6dd6c0ec2,0,92,45,1
0x710654d3bfbc172176f83970595e24b680921c76,0,92,45,1
0xe02e2dbb6b87618689fa8eee23b8d2a35f9e94ca,0,92,45,1
0x0a0ac083e93f4ffa4a3996ac9c0ee4dd5882dc31,0,92,45,1
0x6e9542fb72d67a297ee3893eeaacfd53f8abdbd2,0,92,45,1
0xa06a0acff67d39485811ffb07479ada9d964d674,0,92,45,1
0x382143b8df06e6f4f0cdce184e2b6c1a709cd479,0,92,45,1
0xedd861a57ccdd6f682705a37c3f8486020a6139a,0,92,45,1
0x64c8cac3999211265a6af15bf1de962c2faf9e12,0,92,45,1
0x3868732579c0618b05f99c355efbd422138fbf19,0,92,45,1
0x56306b21f447880844fd387f22ba62d1ed6ba782,0,92,45,1
0xee79bf2a22f7b4ade769b492dab7662707140037,0,92,45,1
0xa086bde9795094f95d9f843b78d8af40adefcf46,0,92,45,1
0x0145f059a08a6530be2dd8b4d2c5c66e60917c0a,0,92,45,1
0x943c713daf8cf948d7f58f2ce7958c511400b177,0,92,45,1
0x6e786ec3de23155d5d6b824f0b881dcb267fea5c,0,92,45,1
0x3ea77804f14128be46733aaff66f4774627c54dc,0,92,45,1
0xf653cffc9e9bf5b62d2bf585fb582642ae48eedd,0,92,45,1
0x78991e3d69437474d50542fce1c4fbfad7285bc8,0,92,45,1
0x11daf1743bae32d859281e2389f00b0f892dd924,0,92,45,1
0xf4907d560989fe370a4d675e13b9f1e32fcaf29d,0,92,45,1
0x4cba2be59651b87d7344a7bb68f5311ce9f6f501,0,92,45,1
0x8e517d8f0e06a5d5abec40fa2a10d34928a268f8,0,92,45,1
0x84f811057d009d28d893e9fbd5dc55c6af4d80ab,0,92,45,1
0xb7aaad0796eb102b15cbdd979a0c6d773ed79b05,0,92,45,1
0x4f74186ae26ceb11135d435d8dfa3cb8159394a3,0,92,45,1
0x394a77265711506bedfe8fa77a7242d4dea0b401,0,92,45,1
0x47e6cc7cc93334a65ac52ce85b87433955a83f01,0,92,45,1
0x1700b359894bd706f7b63a08331c63334beba651,0,92,45,1
0xa0cc2d80f8ffa04eff0258240cdf5c5a5832f529,0,92,45,2
0xf4d5cc1a7ffb42bbd0ef9b5e7fd384883cc180f3,0,92,45,1
0x6cb9d13cabf691e57f89474aeab1da609ce483b2,0,92,45,1
0x07ce7a8a494d6370bce7c18d6cbc37fee061f45a,0,92,45,1
0x7e47352316eaefe48f6c288ea371d8ff8b7f2c73,0,92,45,1
0x02394dc07296116642dfbce6e017ee55436c8c98,0,92,45,1
0x30db37c1242094d8da3d9a3b7636350e616b3978,0,92,45,1
0x122320b9b62659e00d8faf8f96335f4acd3af2a3,0,92,45,1
0x3288e8114f0b463582db56e69d88441c88d0f81d,0,92,45,1
0x73d25f2bf21e07c0329a6365328efc803200a1b2,0,92,45,1
0xb50f5f9b323c54d39ba9557a8336027ee99e5b18,0,92,45,1
0x38756d497ebe9fce3dc761ed0d6623146178ea31,0,92,45,1
0x09132d7c29ec9771bc48c65da8211709ccd329c1,0,92,45,1
0xa55649778171ed5c862e8d778ec0fd58cd02e0ae,0,92,45,1
0x4a1d53cd4e69c7023ef70b628fbfa7f28e005afa,0,92,45,1
0x809a4d3c7a64a31ac9fc147c4cbe787a9c46ec33,0,92,45,1
0xbbb62d17f951c6a5f6e0ab1869c529009d5ec94e,0,92,45,1
0x7d2aca6834e7fcdf1f142118d23b97fa9362a0fc,0,92,45,1
0x5e3b1008480abafc1fe3878f6a3fc60425c687de,0,92,45,1
0xd02a0072bfebec285d0ef7019cfd44bd032f5156,0,92,45,1
0x15f6b62db14000745d1a84ee004609a32b15b21f,0,92,45,1
0x630d5dde05d09a5cda7ccf357ea06669818b39af,0,92,45,1
0x72aaa4c9029c3b7aa3e949de33f9e2fb6dc6b773,0,92,45,1
0x97ef923e7be15130133d353985a32995f78b89ec,0,92,45,1
0x872ee62ec16bac6e33a0d8ab6adc7fa799a404ea,0,92,45,1
0x1a5bf468b9ab2a0d715ec9985fca9d9605d06e4b,0,92,45,1
0x6e2bc0bad1c6d76bec1a8601bbb4bf4b36a3192c,0,92,45,1
0x9ec5c8ec73410e14d38b44e438ce34da45657564,0,92,45,1
0x3cd86c578dc6882062f990f7d3a0f428d530d680,0,92,45,1
0xc2eb1aebe4554a1d2e1e769da9ab76a5efa05487,0,92,45,1
0x4244911adf76346909fb6175bfba5834860bbbde,0,92,45,1
0x3452f0b312db69fba10fd367f19ff95e58262c29,0,92,45,1
0x7f01666fb8e71da5ca1b8f2161801c051d5cd8d8,0,92,45,1
0x0bf12c1fa8c497f24d5aff2922404463523f37d7,0,92,45,1
0xc6e0c543ec6d13127c0a083e859ef7bf28e1b312,0,92,45,1
0xa90c644dad7378759c6104dd025427919bfea57f,0,92,45,1
0x32774512b2a5bb3e1e41b121e578ab4cad40aaca,0,92,45,1
0x138916dfa26b011313a7ac2148b874f737d9b2e8,0,92,45,1
0x2bf5cf0c054cb886d1a8228a0d6c7ed087f748d7,0,92,45,1
0x55d8ce42199c7a7d25942810d699c098e2f0b6f3,0,92,45,1
0x47afa959b4963dbb155590dbced27fcf475b4e9f,0,92,45,1
0xfcf160b9ef96606a67bc4bcb34113d7599d97fe5,0,92,45,1
0x91bbfe4fe489fe86cebfc9a6d2c365e96b416a77,0,92,45,1
0x496f6784ca7e4d53d41d6b412fbeb653a90b55fb,0,92,45,1
0xf46d86a12a027aaaf725d0ad20930f241c2c766e,0,92,45,1
0xd30a94f8fbee03f2f0cab3f92be9f1a88b1a5aa9,0,92,45,1
0x10bfbfcd82016ca14cfa2a81a3959d27b240e32f,0,92,45,1
0x83982e079d101eaf5bc6e7e98ab23b9ca54190be,0,92,45,1
0x49dbf75bd871d6bf4c1d3bd0007be750013f17b0,0,92,45,1
0xe6835915cb501f2cce8f051530ef3cbec3c06e92,0,92,45,1
0x98da4b21a7b3fcbc9e32a296594a1e80186144f3,0,92,45,1
0x4b4f0e9acbded66498b2226235a70bbb57aba119,0,92,45,1
0x00d456244e4b3799eaa40f7f4451c8ffc6b54b41,0,92,45,1
0x2c8293bb4e2b13a2ff3dc4bc721f2373d10e127b,0,92,45,1
0xf2c8d04928e9febfc3585acdc286aea7e466c500,0,92,45,1
0xa5e2973fd48a254a78514cc9fdd6734490a3b4e1,0,92,45,1
0xfcd5f00bdb69c5380119e8f6d5a9a60a20d58d3d,0,92,45,1
0x68be5ad322e9134fbc58f3fd8b408abf47bfd3d0,0,92,45,1
0x1be8423db4e748dff3b00a7afbe140db50718cf3,0,92,45,1
0x048548ef80c09efa123f28692cc3717615933f3b,0,92,45,1
0x115d30bbc339dc751b84a2756d29581462f420cd,0,92,45,1
0xc25c81f63e88397078224ba85860410697a5b4f2,0,92,45,1
0x733a1e93f5f87d6b0fe59cf9ac04e97b4f91c5c1,0,92,45,1
0xee359a43de91ee816d1040d5112896c4cd15789a,0,92,45,1
0xbd93af957376678b2b4a5845b2a45ca2facaa9ef,0,92,45,1
0xd220ddd86482dffd964289b85fa835c34fbb71ee,0,92,45,1
0xb83f1cf52d25297ca88ecc6ee1bc502265b144d8,0,92,45,1
0x3eb9da32ccd138b03e7729cbfbf32ad6aa919117,0,92,45,1
0xae84e7bee8949ec0ad19a9e04524fae42481b702,0,92,45,1
0xc7b1faed1e82b53b729ade6aad6988b6d09ddab5,0,92,45,1
0xbb8f0006b0b84ab7bbb8919ca2027a562f808714,0,92,45,1
0x7f4a08a8ec00968e66c7dad0dd91f7810de54d4e,0,92,45,1
0x67d05f56c172a8a9b8d8af68d2bef1390efb1f52,0,92,45,1
0x7868441632dbbf8d304823cc2b2a6217fe281812,0,92,45,1
0x89e4abd44b62b8213ad4e9dd565f76747f383dfd,0,92,45,1
0x5d35fc059f32bd2b7def221b1cbe7a1dbbcd051b,0,92,45,1
0xd97635c911eb211a7280db523c58d8a4a34bcdab,0,92,45,1
0x429c3357649655a1e6ec7a70b0dbd9eddf319c1a,0,92,45,1
0x2684ca06ffe6ac41a3137f1ed5c87bb35e7fd82a,0,92,45,1
0x93f9046a006a4b6941f2efbb63d9052aaa4b5e4e,0,92,45,1
0x099637ad8984ff713cd6aa454be228efebd8b888,0,92,45,1
0xe7fdd98cd4670df01ef2f077d216d3407addad0f,0,92,45,1
0x6cf0ed26d0045ef2d0f51fa732c0de71a47193a4,0,92,45,1
0x3d9d3de33d0de7b7a0ce8425c7c7624e1ea56ceb,0,92,45,1
0xb027122e69941f1fac3c795aa9200c0e5b841abb,0,92,45,1
0x5b3772424c95605eeda4f5669b3605bcf81018bb,0,92,45,1
0xe46bfd75a1afe266f49acc9e1a8aaff66d4c3163,0,92,45,1
0x3f6514ddd3280f2793e93886ec5ab84bdca488b6,0,92,45,1
0x7b37b25733af859c3f801bd9950b8705091b488f,0,92,45,1
0x2d522a91b03920ff7c6c0ab5c923b0de932dde32,0,92,45,1
0x5fe748bec6f7d5685634eef890fe10270b407908,0,92,45,1
0x52a95e73e84552763ebfdd6c880567436c5ec780,0,92,45,1
0x2b8770ca2921995411fa6554632f602b6e1c9f88,0,92,45,1
0x597d903ac1c6eba184d38ea643d241dd362d1716,0,92,45,1
0x030e125185554fbde948d147b478390aa1ebf1ae,0,92,45,1
0x8f81bba15a0c6db6347a60ecaaa619cbe2012649,0,92,45,2
0x6b9c8a44071180fc71879b565df328dcc57c379e,0,92,45,1
0x9458bd978f0aacb9842ac3661041f9e65fd12914,0,92,45,1
0x8628dc04a751a2aa2d2bf6d11445242e73a6e51e,0,92,45,1
0x4925f92d6a663d2f7b378d90ce217951c36412a4,0,92,45,1
0x50a906440be6ee0f397b53e9638b4463e01c89aa,0,92,45,1
0x8a977517cc9da52bada09b857f454bae8d5dec5e,0,92,45,1
0x992136a5159794f3e76676b8c23fe20a05ff8aaa,0,92,45,1
0x2b94c666f7d6510a25033b159fa436dd506935c8,0,92,45,1
0x202c0ac82f3f345e7eb2a0e271bb4c5d1f430193,0,92,45,1
0xc6d403fe21f8ea33e339b291809f5734c3332026,0,92,45,1
0x1096ee08d2a1994f5e0bb2f8e736e102646bce8a,0,92,45,1
0x0b55476c43bfd7f8b8cff38b8513f75f3ab655c6,0,92,45,1
0x2b45fe72750d8d80d1ae9914c90ac1fb9b662543,0,92,45,1
0x042492a5a8b7aafd21fbffce660eba5f4ce40cf4,0,92,45,1
0x734e384e5aa2a1bfd2a42abed7787f25eba0d881,0,92,45,1
0x51796013143db29b4d700c00830f93a67a5c1b0c,0,92,45,1
0x1143d559990f76a924ba8dcde578b697ea9d0ca7,0,92,45,1
0xc75085694b82fe8c391bb548a2a3a66649c1b6df,0,92,45,1
0x9fde5b2648e2658430cf71c5ec7151a3e28af769,0,92,45,1
0x7adfd8802efd5c59f45ea79111699826ad43200e,0,92,45,1
0x0d6ebe3f1937fbc3a79cff35e1f199e8bef20999,0,92,45,1
0xff8387831fcee88824cd0cea20a45d575452b143,0,92,45,1
0x7e03e1a4eb42807fc3041d04b786dffdde6b689c,0,92,45,1
0x3ff983f113cbedae44f0fa7c10b05c37dcb846c0,0,92,45,1
0xeadf8c17027e63c4cb1009f2fc6f6994d8ab24ef,0,92,45,1
0x77b9b27d04ce9747c679cd29725fe166ae141006,0,92,45,1
0xe9cd8087c01e9a786b680c7df90557e62d66952e,0,92,45,1
0x8fcd1f823a0c8d623db9da56e83fcbdda4f2b1e3,0,92,45,1
0x533ebb278978863d2835eb1dd95a7e8cd4500c77,0,92,45,1
0xbf84f73a3fb7e16a569af32d002caf0251b27226,0,92,45,1
0xe20768d1051983c2b7413ef06ba17eeb95fe22fb,0,92,45,1
0x7d5cff958fe819b316539a5bdedff5cf1a13e958,0,92,45,1
0x9e460d2e98caac8f90180c2e08a9e70727aa8d1b,0,92,45,2
0xe21296e35486c88f3aafbaeda8cc27ad66f40afa,0,92,45,2
0x54ff73672df98b01227ff58a90f3a83984676987,0,92,45,2
0xa4560c42de7eba59cba7a5d19ef4d9a29f792222,0,92,45,1
0xe8227f5f8704e44c6f8acd72bd5a8dcc0040bc28,0,92,45,1
0xb8710b51774b43840f164debb723cf3a2fd0cec7,0,92,45,1
0xf34cf70a01e0a87c84166499d0f2b06dc454d77b,0,92,45,1
0xaf0cf8afec0bda8e969f4531050391debc17d7a3,0,92,45,1
0x2c88d7aad6c818d56b0b32f8711eb2cbfa36e434,0,92,45,1
0x986ff28923034a030addf52df9f90543fdb878e5,0,92,45,1
0xae7327d3b6f58009e8e6b450cc2aba9614aef6f3,0,92,45,1
0x63e506fa050cbf2f9ab51a4847891d4038c54f14,0,92,45,1
0x769621b5e8758d482c41c3af0f570cab2867d513,0,92,45,1
0x9d4431460dd781e272813f25284dc509fb6e7f04,0,92,45,1
0xe7938475131488877d8fc193cac678b804cd6853,0,92,45,1
0x2c548317c9b197bceb1b1a3cf376a3b621fcf491,0,92,45,1
0xeea48eea9c5e221774b9317ec122a8afa5a866b9,0,92,45,1
0xcb3bb1b4481638118905cf0f290086ba1e333abf,0,92,45,1
0x8495e62708cc6d0471ed255d86e03e0701ebb46a,0,92,45,1
0xd5117b10161565bcf0b2d1b0df07dc9fe6090d32,0,92,45,1
0x79d16fa03c5e005000e2f38ae2af0d71dd1b665c,0,92,45,1
0xdc4510617933407e2a1f60a57fe7f349ad60b123,0,92,45,1
0xc6b1335c0ae9a08eb963d0d1920ac2faba122f23,0,92,45,1
0x0224452d2e8e5eb20738357beb3f7e1157e5a7cb,0,92,45,1
0x4df68d47fdbbf3269977f9a1fb9c721df3fbf26a,0,92,45,1
0xeec14f750231f88b0d9ec4949512bb99e8b5ff5a,0,92,45,1
0x954b60c416cde846368a10f396aaef8e240e7aa2,0,92,45,1
0xd3919a680a49da60be08e9d40fe9f8ecae5d2329,0,92,45,1
0x0efea94c08d9b8e91c69d1a071290b1a647879b0,0,92,45,1
0x309fa1d48584d92bd2a3dbc32c8c96fb43665880,0,92,45,1
0xbca5c8b14d0f458dbee78d37a2591391e0ac63aa,0,92,45,1
0x56cf751ab74d34564d8aeedecc49317bcc7edcc7,0,92,45,1
0x2de3fce03c25720e112bada12fa804b0e0d861ae,0,92,45,1
0xf254ea7ccb1d41df70571778b569f0a27a98ce4c,0,92,45,1
0xf9b998f0906c4ac8fc56592529defe7162d086b1,0,92,45,1
0xd532bffe32d87d9ef93c33627d0c34e900c303ff,0,92,45,1
0xdf167725f6206563817979734a7c391d14970378,0,92,45,1
0x106d2e511d2c1438d1132c9550531b2609f20bd3,0,92,45,1
0x56513a6c28ab17134f355cdc0b64573d7a09048b,0,92,45,1
0xccfd8c6791fe3a3ce07553750bbcee824c255a42,0,92,45,1
0xe7a460f2478ef7da18cca395b8690ef52fb19083,0,92,45,1
0x329a624a841f425a7b3a2b87be2f437d0f10e937,0,92,45,1
0x085a79cb4c3d949c319f62e63898d2be20610c68,0,92,45,1
0xeaa355633ec9fa139f62e250008d7d763eefcc71,0,92,45,1
